"unidade";"ti_id";"tabela_convenio";"codigo_procedimento";"preco_tabela";"descricao";"procedimento_generico";"especialidade"
olinda;591724;Tabela SULAMERICA;"85500054";578.5800;COROA TOTAL METALO PLASTICA SOBRE IMPLANTE - RESINA ACRILICA;COROA TOTAL METALICA;Protese
olinda;591725;Tabela SULAMERICA;"98870637";736.3400;COROA METALOCERÂMICA SOBRE IMPLANTE;COROA METALO CERAMICA;Protese
olinda;591726;Tabela SULAMERICA;"85100021";84.1500;CLAREAMENTO DENTÁRIO CASEIRO;CLAREAMENTO DENTARIO CASEIRO;Dentistica
olinda;591727;Tabela SULAMERICA;"85100030";168.3100;CLAREAMENTO DENTÁRIO DE CONSULTÓRIO - A LASER;CLAREAMENTO DENTARIO A LASER;Dentistica
olinda;591728;Tabela SULAMERICA;"98115111";17.4900;ATESTADO DE SANIDADE DENTÁRIA;ATESTADO DE SANIDADE DENTÁRIA;Diagnostico
olinda;591729;Tabela SULAMERICA;"81000014";15.1400;CONDICIONAMENTO EM ODONTOLOGIA;CONDICIONAMENTO EM ODONTOLOGIA;Odontopediatria
olinda;591730;Tabela SULAMERICA;"82001715";22.3300;ULOTOMIA;ULOTOMIA;Cirurgia e Traumatologia Buco
olinda;591731;Tabela SULAMERICA;"83000020";54.9100;COROA DE ACETATO EM DENTE DECÍDUO;COROA DE ACETATO EM DENTE DECIDUO;Odontopediatria
olinda;591732;Tabela SULAMERICA;"83000046";54.8000;COROA DE ACO EM DENTE DECIDUO;COROA DE ACO EM DENTE DECIDUO;Odontopediatria
olinda;591733;Tabela SULAMERICA;"83000097";46.5300;MANTENEDOR DE ESPAÇO FIXO;CONTENCAO ORTODONTICA;Ortodontia e Ortopedia Facial
olinda;591734;Tabela SULAMERICA;"83000100";59.5600;MANTENEDOR DE ESPAÇO REMOVÍVEL;CONTENCAO ORTODONTICA;Ortodontia e Ortopedia Facial
olinda;591735;Tabela SULAMERICA;"83000127";28.8500;PULPOTOMIA EM DENTE DECIDUO;PULPOTOMIA;Odontopediatria
olinda;591736;Tabela SULAMERICA;"83000135";5.9600;RESTAURAÇÃO ATRAUMÁTICA EM DENTE DECÍDUO;RESTAURAÇAO EM DENTE DECIDUO;Odontopediatria
olinda;591737;Tabela SULAMERICA;"98301144";17.4900;REST EM AMÁLGAMA 1 FACE EM DECÍDUOS;RESTAURACAO DE AMALGAMA - 1 FACE;Dentistica
olinda;591738;Tabela SULAMERICA;"98301152";24.4100;REST EM RESINA 1 FACE EM DECÍDUOS;RESTAURACAO EM RESINA 1 FACE;Dentistica
olinda;591739;Tabela SULAMERICA;"98302140";25.5000;REST EM AMÁLGAMA 2 FACES EM DECÍDUOS;RESTAURACAO DE AMALGAMA - 2 FACES;Odontopediatria
olinda;591740;Tabela SULAMERICA;"98302159";32.9300;REST EM RESINA 2 FACES EM DECÍDUOS;RESTAURACAO EM RESINA 2 FACES;Dentistica
olinda;591741;Tabela SULAMERICA;"98303147";30.7100;REST EM AMÁLGAMA 3 FACES EM DECÍDUOS;RESTAURACAO DE AMALGAMA - 3 FACES;Odontopediatria
olinda;591742;Tabela SULAMERICA;"98303155";33.5000;REST EM RESINA 3 FACES EM DECÍDUOS;RESTAURACAO EM RESINA 3 FACES;Dentistica
olinda;591743;Tabela SULAMERICA;"98304143";33.5000;REST EM AMÁLGAMA 4 FACES OU MAIS EM DECÍDUOS;RESTAURACAO DE AMALGAMA - 4 FACES;Odontopediatria
olinda;591744;Tabela SULAMERICA;"98304151";39.7200;REST EM RESINA 4 FACES OU MAIS EM DECÍDUOS;RESTAURACAO EM RESINA 4 FACES;Dentistica
olinda;591745;Tabela SULAMERICA;"86000144";71.7900;ARCO LINGUAL;ARCO LINGUAL;Ortodontia e Ortopedia Facial
olinda;591746;Tabela SULAMERICA;"86000438";36.8200;PISTAS DIRETAS DE PLANAS - SUPERIOR E INFERIOR;PISTAS DIRETAS DE PLANAS SUPERIOR E/OU INFERIOR;Ortodontia e Ortopedia Facial
olinda;591747;Tabela SULAMERICA;"00100039";107.0100;RASPAGEM SUB-GENGIVAL - PACOTE;RASPAGEM SUB-GENGIVAL;Periodontia
olinda;591748;Tabela SULAMERICA;"00100047";62.0500;RASPAGEM SUPRA-GENGIVAL - PACOTE;RASPAGEM SUPRA-GENGIVAL PARA TRATAMENTO DA GENGIVITE;Dentistica
olinda;591749;Tabela SULAMERICA;"82000417";74.8200;CIRURGIA PERIODONTAL A RETALHO;CIRURGIA PERIODONTAL A RETALHO;Periodontia
olinda;591750;Tabela SULAMERICA;"82000557";27.9200;CUNHA PROXIMAL;CUNHA PROXIMAL;Cirurgia e Traumatologia Buco
olinda;591751;Tabela SULAMERICA;"82000662";40.9500;ENXERTO GENGIVAL LIVRE;ENXERTO GENGIVAL LIVRE;Periodontia
olinda;591752;Tabela SULAMERICA;"82000689";42.8100;ENXERTO PEDICULADO;ENXERTO PEDICULADO;Periodontia
olinda;591753;Tabela SULAMERICA;"82000921";11.6200;GENGIVECTOMIA;GENGIVECTOMIA;Periodontia
olinda;591754;Tabela SULAMERICA;"82001464";40.0200;SEPULTAMENTO RADICULAR;SEPULTAMENTO RADICULAR;Cirurgia e Traumatologia Buco
olinda;591755;Tabela SULAMERICA;"85300012";3.7200;DESSENSIBILIZAÇÃO DENTÁRIA;DESSENSIBILIZACAO DENTARIA;Periodontia
olinda;591756;Tabela SULAMERICA;"85300020";7.4400;IMOBILIZAÇÃO DENTÁRIA EM DENTES PERMANENTES;IMOBILIZACAO EM DENTES PERMANENTES;Periodontia
olinda;591757;Tabela SULAMERICA;"85300039";25.2200;RASPAGEM SUB-GENGIVAL/ALISAMENTO RADICULAR;RASPAGEM SUB-GENGIVAL;Periodontia
olinda;591758;Tabela SULAMERICA;"85300047";14.6300;RASPAGEM SUPRA-GENGIVAL;RASPAGEM SUPRA-GENGIVAL PARA TRATAMENTO DA GENGIVITE;Dentistica
olinda;591759;Tabela SULAMERICA;"85300055";9.3100;REMOÇÃO DOS FATORES DE RETENÇÃO DO BIOFILME DENTAL (PLACA BACTERIANA);CONTROLE DE BIOFILME;Prevencao
olinda;591760;Tabela SULAMERICA;"85300063";29.6000;TRATAMENTO DE ABSCESSO PERIODONTAL AGUDO;TRATAMENTO DE ABSCESSO PERIODONTAL AGUDO;Periodontia
olinda;591761;Tabela SULAMERICA;"00100013";19.9200;PREVENÇÃO - PACOTE;PROFILAXIA E POLIMENTO CORONARIO;Prevencao
olinda;591762;Tabela SULAMERICA;"00100065";14.8900;CONSULTA + ATIVIDADE EDUCATIVA;ATIVIDADE EDUCATIVA EM SAUDE BUCAL;Diagnostico
olinda;591763;Tabela SULAMERICA;"00100090";21.8700;APLICAÇÃO TÓPICA DE FLÚOR - PACOTE;APLICACAO TOPICA DE FLUOR;Prevencao
olinda;591764;Tabela SULAMERICA;"84000031";6.1500;APLICAÇÃO DE CARIOSTÁTICO;APLICACAO DE CARIOSTATICO;Prevencao
olinda;591765;Tabela SULAMERICA;"84000074";10.6600;APLICAÇÃO DE SELANTE DE FÓSSULAS E FISSURAS;APLICACAO DE SELANTE DE FOSSULAS E FISSURAS;Odontopediatria
olinda;591766;Tabela SULAMERICA;"84000090";20.6200;APLICAÇÃO TÓPICA DE FLÚOR;APLICACAO TOPICA DE FLUOR;Prevencao
olinda;591767;Tabela SULAMERICA;"84000139";19.9200;ATIVIDADE EDUCATIVA EM SAÚDE BUCAL;ATIVIDADE EDUCATIVA EM SAUDE BUCAL;Prevencao
olinda;591768;Tabela SULAMERICA;"84000163";22.3300;CONTROLE DE BIOFILME (PLACA BACTERIANA);CONTROLE DE BIOFILME;Prevencao
olinda;591769;Tabela SULAMERICA;"84000198";18.9800;PROFILAXIA: POLIMENTO CORONÁRIO;PROFILAXIA E POLIMENTO CORONARIO;Prevencao
olinda;591770;Tabela SULAMERICA;"84000201";16.3800;REMINERALIZAÇÃO;REMINERALIZACAO;Prevencao
olinda;591771;Tabela SULAMERICA;"85100137";22.1500;RESTAURAÇÃO EM IONÔMERO DE VIDRO - 1 FACE;RESTAURACAO EM IONOMERO DE VIDRO - 1 FACE;Dentistica
olinda;591772;Tabela SULAMERICA;"85100145";26.0600;RESTAURAÇÃO EM IONÔMERO DE VIDRO - 2 FACES;RESTAURACAO EM IONOMERO DE VIDRO - 2 FACES;Dentistica
olinda;591773;Tabela SULAMERICA;"85100242";27.9200;ADEQUAÇÃO DE MEIO;ADEQUACAO DO MEIO BUCAL;Odontopediatria
olinda;591774;Tabela SULAMERICA;"85200085";5.9600;RESTAURAÇÃO TEMPORÁRIA / TRATAMENTO EXPECTANTE;RESTAURACAO TEMPORARIA / TRATAMENTO EXPECTANTE;Dentistica
olinda;591775;Tabela SULAMERICA;"81000243";25.4000;DIAGNÓSTICO POR MEIO DE ENCERAMENTO;DIAGNOSTICO POR MEIO DE ENCERAMENTO;Diagnostico
olinda;591776;Tabela SULAMERICA;"85100170";180.0000;RESTAURAÇÃO EM RESINA (INDIRETA) - INLAY;RESTAURACAO EM RESINA INDIRETA - INLAY;Dentistica
olinda;591777;Tabela SULAMERICA;"85400033";36.4000;CONSERTO EM PRÓTESE PARCIAL REMOVIVEL (EM CONSULTORIO E EM LABORATORIO);CONSERTO EM PROTESE TOTAL / PARCIAL;Protese
olinda;591778;Tabela SULAMERICA;"85400050";36.4000;CONSERTO EM PRÓTESE TOTAL (EM CONSULTORIO E EM LABORATORIO);CONSERTO EM PROTESE TOTAL / PARCIAL;Protese
olinda;591779;Tabela SULAMERICA;"85400076";65.0000;COROA PROVISÓRIA COM PINO;COROA PROVISORIA COM PINO;Protese
olinda;591780;Tabela SULAMERICA;"85400084";65.0000;COROA PROVISÓRIA SEM PINO;COROA PROVISORIA SEM PINO;Protese
olinda;591781;Tabela SULAMERICA;"85400092";83.0000;COROA TOTAL ACRÍLICA PRENSADA;COROA TOTAL ACRILICA PRENSADA;Protese
olinda;591782;Tabela SULAMERICA;"85400106";415.0000;COROA TOTAL EM CERÂMICA PURA;COROA TOTAL EM CERAMICA PURA;Protese
olinda;591783;Tabela SULAMERICA;"85400114";330.0000;COROA TOTAL EM CERÔMERO;COROA TOTAL EM CEROMERO;Protese
olinda;591784;Tabela SULAMERICA;"85400149";200.0000;COROA TOTAL METÁLICA;COROA TOTAL METALICA;Protese
olinda;591785;Tabela SULAMERICA;"85400157";400.0000;COROA TOTAL METALO CERÂMICA;COROA METALO CERAMICA;Protese
olinda;591786;Tabela SULAMERICA;"85400181";350.0000;FACETA EM CERÂMICA PURA;FACETA EM CERAMICA PURA;Protese
olinda;591787;Tabela SULAMERICA;"85400203";52.0000;GUIA CIRURGICO PARA PRÓTESE TOTAL IMEDIATA;GUIA CIRURGICO PARA PROTESE TOTAL IMEDIATA;Protese
olinda;591788;Tabela SULAMERICA;"85400211";83.0000;NÚCLEO DE PREENCHIMENTO;NUCLEO DE PREENCHIMENTO;Endodontia
olinda;591789;Tabela SULAMERICA;"85400220";95.0000;NÚCLEO METÁLICO FUNDIDO;NUCLEO METALICO FUNDIDO;Protese
olinda;591790;Tabela SULAMERICA;"85400238";180.0000;ONLAY DE RESINA INDIRETA;RESTAURACAO EM RESINA INDIRETA - ONLAY;Protese
olinda;591791;Tabela SULAMERICA;"85400246";99.2200;ÓRTESE MIORRELAXANTE (PLACA OCLUSAL ESTABILIZADORA);PLACA MIORELAXANTE;Ortodontia e Ortopedia Facial
olinda;591792;Tabela SULAMERICA;"85400262";95.0000;PINO PRÉ FABRICADO;PINO PRE FABRICADO;Protese
olinda;591793;Tabela SULAMERICA;"85400300";400.2400;PRÓTESE FIXA ADESIVA INDIRETA EM METALO CERÂMICA;PROTESE ADESIVA EM CERAMICA;Protese
olinda;591794;Tabela SULAMERICA;"85400335";195.0000;PRÓTESE PARCIAL FIXA EM METALO CERÂMICA;PROTESE PARCIAL;Protese
olinda;591795;Tabela SULAMERICA;"85400351";377.0000;PRÓTESE PARCIAL FIXA IN CERAN LIVRE DE METAL (METAL FREE);PROTESE PARCIAL;Protese
olinda;591796;Tabela SULAMERICA;"85400360";45.5000;PRÓTESE PARCIAL FIXA PROVISÓRIA;PROTESE PARCIAL;Protese
olinda;591797;Tabela SULAMERICA;"85400378";396.5000;PRÓTESE PARCIAL REMOVÍVEL COM ENCAIXES DE PRECISÃO OU DE SEMI PRECISÃO;PROTESE PARCIAL;Protese
olinda;591798;Tabela SULAMERICA;"85400386";450.0000;PRÓTESE PARCIAL REMOVÍVEL COM GRAMPOS BILATERAL;PROTESE PARCIAL REMOVIVEL COM GRAMPOS;Protese
olinda;591799;Tabela SULAMERICA;"85400394";280.0000;PRÓTESE PARCIAL REMOVÍVEL PROVISÓRIA EM ACRÍLICO COM OU SEM GRAMPOS;PROTESE PARCIAL REMOVIVEL COM GRAMPOS;Protese
olinda;591800;Tabela SULAMERICA;"85400408";450.0000;PRÓTESE TOTAL;PROTESE TOTAL;Protese
olinda;591801;Tabela SULAMERICA;"85400416";450.0000;PRÓTESE TOTAL IMEDIATA;PROTESE TOTAL;Protese
olinda;591802;Tabela SULAMERICA;"85400424";450.0000;PRÓTESE TOTAL INCOLOR;PROTESE TOTAL;Protese
olinda;591803;Tabela SULAMERICA;"85400483";84.3700;REEMBASAMENTO DE PRÓTESE TOTAL OU PARCIAL - IMEDIATO (EM CONSULTÓRIO);REEMBASAMENTO DE COROA OU PROTESE TOTAL/PARCIAL;Protese
olinda;591804;Tabela SULAMERICA;"85400491";84.3700;REEMBASAMENTO DE PRÓTESE TOTAL OU PARCIAL - MEDIATO (EM LABORATÓRIO);REEMBASAMENTO DE COROA OU PROTESE TOTAL/PARCIAL;Protese
olinda;591805;Tabela SULAMERICA;"85400505";10.4300;REMOÇÃO DE TRABALHO PROTÉTICO;REMOCAO DE TRABALHOS PROTETICOS;Protese
olinda;591806;Tabela SULAMERICA;"85400513";250.0000;RESTAURAÇÃO EM CERÂMICA PURA - INLAY;RESTAURACAO EM CERAMICA - INLAY;Protese
olinda;591807;Tabela SULAMERICA;"85400521";250.0000;RESTAURAÇÃO EM CERÂMICA PURA - ONLAY;RESTAURACAO EM CERAMICA - ONLAY;Protese
olinda;591808;Tabela SULAMERICA;"85400530";200.0000;RESTAURAÇÃO EM CERÔMERO - ONLAY;RESTAURACAO EM CEROMERO - ONLAY;Protese
olinda;591809;Tabela SULAMERICA;"85400548";200.0000;RESTAURAÇÃO EM CERÔMERO - INLAY;RESTAURACAO EM CEROMERO - INLAY;Protese
olinda;591810;Tabela SULAMERICA;"85400556";180.0000;RESTAURAÇÃO METÁLICA FUNDIDA;RESTAURACAO METALICA FUNDIDA;Protese
olinda;591811;Tabela SULAMERICA;"85400572";125.9600;COROA 3/4 OU 4/5;COROA 3/4 OU 4/5;Protese
olinda;591812;Tabela SULAMERICA;"85400580";18.2000;JIG OU FRONT PLATO - ÓRTESE REPOSICIONADORA;JIG OU FRONT PLATO - ÓRTESE REPOSICIONADORA;Ortodontia e Ortopedia Facial
olinda;591813;Tabela SULAMERICA;"85400602";26.0000;PONTO DE SOLDA;PONTO DE SOLDA;outros
olinda;591814;Tabela SULAMERICA;"85400610";450.0000;PRÓTESE TOTAL CARACTERIZADA;PROTESE TOTAL;Protese
olinda;591815;Tabela SULAMERICA;"98826620";58.5000;NÚCLEO DE FIBRA DE VIDRO/CARBONO;NÚCLEO DE FIBRA DE VIDRO/CARBONO;Protese
olinda;591816;Tabela SULAMERICA;"98842625";243.4600;COROA VENEER;COROA VENEER;Protese
olinda;591817;Tabela SULAMERICA;"81000383";16.5700;RADIOGRAFIA OCLUSAL;RADIOGRAFIA PERIAPICAL;Radiologia Odontologica e Imaginologia
olinda;591818;Tabela SULAMERICA;"81000049";15.2600;CONSULTA ODONTOLÓGICA DE URGÊNCIA;CONSULTA ODONTOLOGICA;Diagnostico
olinda;591819;Tabela SULAMERICA;"82001251";49.7000;REIMPLANTE DENTÁRIO COM CONTENÇÃO;REIMPLANTE DENTARIO COM CONTENCAO;Implantodontia
olinda;591820;Tabela SULAMERICA;"82001650";8.6600;TRATAMENTO DE ALVEOLITE;TRATAMENTO DE ALVEOLITE;Periodontia
olinda;591821;Tabela SULAMERICA;"85100048";34.9800;COLAGEM DE FRAGMENTOS DENTÁRIOS;COLAGEM DE FRAGMENTOS DENTARIOS;Urgencia
olinda;591822;Tabela SULAMERICA;"85300080";16.7500;TRATAMENTO DE PERICORONARITE;TRATAMENTO DE PERICORONARITE;Periodontia
olinda;591823;Tabela SULAMERICA;"85400467";6.0800;RECIMENTAÇÃO DE TRABALHOS PROTÉTICOS;RECIMENTACAO DE TRABALHOS PROTETICOS;Protese
olinda;591824;Tabela SULAMERICA;"82000468";8.3800;CONTROLE DE HEMORRAGIA COM APLICAÇÃO DE AGENTE HEMOSTÁTICO EM REGIÃO BUCO-MAXILO-FACIAL;CONTROLE DE HEMORRAGIA;Cirurgia e Traumatologia Buco
olinda;591825;Tabela SULAMERICA;"82001022";35.3600;INCISÃO E DRENAGEM EXTRA-ORAL DE ABSCESSO, HEMATOMA E/OU FLEGMÃO DA REGIÃO BUCO-MAXILO-FACIAL;INCISAO E DRENAGEM EXTRA-ORAL DE ABSCESSO, HEMATOMA E/ OU FLEGMAO DA REGIAO BUCO-MAXILO-FACIAL;Cirurgia e Traumatologia Buco
olinda;591826;Tabela SULAMERICA;"82001030";9.6800;INCISÃO E DRENAGEM INTRA-ORAL DE ABSCESSO, HEMATOMA E/OU FLEGMÃO DA REGIÃO BUCO-MAXILO-FACIAL;DRENABCESINTRA;Cirurgia e Traumatologia Buco
olinda;591827;Tabela SULAMERICA;"82001499";12.2800;SUTURA DE FERIDA EM REGIÃO BUCO-MAXILO-FACIAL;SUTURA DE FERIDA EM REGIAO BUCO-MAXILO-FACIAL;outros
olinda;591828;Tabela SULAMERICA;"98831135";24.8600;COROA PROVISÓRIA IMEDIATA;COROA PROVISORIA;Protese
olinda;592463;Tabela SULAMERICA;"85100196";23.0400;RESTAURAÇÃO EM RESINA FOTOPOLIMERIZÁVEL 1 FACE;RESTAURACAO EM RESINA 1 FACE;Dentistica
olinda;592464;Tabela SULAMERICA;"82000948";51.3600;GENGIVOPLASTIA;GENGIVOPLASTIA;Periodontia
olinda;592465;Tabela SULAMERICA;"82001294";89.1100;REMOÇÃO DE DENTES SEMI-INCLUSOS / IMPACTADOS;EXODONTIA DE SEMI-INCLUSOS / IMPACTADOS / SUPRANUMERARIO;Cirurgia e Traumatologia Buco
olinda;593763;Tabela SULAMERICA;"82000077";76.5700;APICETOMIA BIRRADICULARES COM OBTURAÇÃO RETRÓGRADA;APICETOMIA BIRRADICULARES COM OBTURACAO RETROGRADA;Cirurgia e Traumatologia Buco
olinda;593764;Tabela SULAMERICA;"82000085";68.4200;APICETOMIA BIRRADICULARES SEM OBTURAÇÃO RETRÓGRADA;APICETOMIA BIRRADICULARES SEM OBTURACAO RETROGRADA;Cirurgia e Traumatologia Buco
olinda;593765;Tabela SULAMERICA;"82000280";27.1500;BIOPSIA DE MAXILA;BIOPSIA;Cirurgia e Traumatologia Buco
olinda;593766;Tabela SULAMERICA;"82000301";50.6700;BRIDOTOMIA;BRIDOTOMIA;Cirurgia e Traumatologia Buco
olinda;593767;Tabela SULAMERICA;"82000336";43.9400;CIRURGIA ODONTOLÓGICA A RETALHO;CIRURGIA ODONTOLOGICA A RETALHO;Cirurgia e Traumatologia Buco
olinda;593768;Tabela SULAMERICA;"82000344";212.7000;CIRURGIA ODONTOLÓGICA COM APLICAÇÃO DE ALOENXERTOS;CIRURGIA ODONTOLOGICA COM APLICACAO DE ALOENXERTOS;Cirurgia e Traumatologia Buco
olinda;593769;Tabela SULAMERICA;"82000360";57.1000;CIRURGIA PARA TORUS MANDIBULAR - BILATERAL;CIRURGIA PARA TORUS MANDIBULAR – BILATERAL;Cirurgia e Traumatologia Buco
olinda;593770;Tabela SULAMERICA;"82000441";27.1500;COLETA DE RASPADO EM LESÕES OU SÍTIOS ESPECÍFICOS DA REGIÃO BUCO-MAXILO-FACIAL;COLETA DE RASPADO EM LESOES OU SITIOS ESPECIFICOS DA REGIAO BUCO-MAXILO-FACIAL;Diagnostico
olinda;593771;Tabela SULAMERICA;"82000484";18.6400;CONTROLE DE HEMORRAGIA SEM APLICAÇÃO DE AGENTE HEMOSTÁTICO EM REGIÃO BUCO-MAXILO-FACIAL;CONTROLE DE HEMORRAGIA;Cirurgia e Traumatologia Buco
olinda;593772;Tabela SULAMERICA;"82000778";39.7000;EXÉRESE OU EXCISÃO DE CÁLCULO SALIVAR;EXERESE OU EXCISAO DE CALCULO SALIVAR;Cirurgia e Traumatologia Buco
olinda;593773;Tabela SULAMERICA;"82000786";31.4000;EXÉRESE OU EXCISÃO DE CISTOS ODONTOLÓGICOS;EXERESE OU EXCISAO DE CISTOS ODONTOLOGICOS;Cirurgia e Traumatologia Buco
olinda;593774;Tabela SULAMERICA;"82000794";34.2200;EXÉRESE OU EXCISÃO DE MUCOCELE;EXERESE OU EXCISAO DE MUCOCELE;Cirurgia e Traumatologia Buco
olinda;593775;Tabela SULAMERICA;"82000808";54.3000;EXÉRESE OU EXCISÃO DE RÂNULA;EXERESE OU EXCISAO DE RANULA;Cirurgia e Traumatologia Buco
olinda;593776;Tabela SULAMERICA;"82000905";25.9600;FRENULOTOMIA LABIAL;FRENULECTOMIA;Periodontia
olinda;593777;Tabela SULAMERICA;"82000913";27.4900;FRENULOTOMIA LINGUAL;FRENULECTOMIA;Periodontia
olinda;593778;Tabela SULAMERICA;"82001073";33.9600;ODONTO-SECÇÃO;ODONTO-SECCAO;Periodontia
olinda;593779;Tabela SULAMERICA;"82001103";27.1500;PUNÇÃO ASPIRATIVA NA REGIAO BUCO-MAXILO-FACIAL;PUNCAO ASPIRATIVA NA REGIAO BUCO-MAXILO-FACIAL;Cirurgia e Traumatologia Buco
olinda;593780;Tabela SULAMERICA;"82001120";27.1500;PUNÇÃO ASPIRATIVA ORIENTADA POR IMAGEM NA REGIAO BUCO-MAXILO-FACIAL;ORIENTACAO DE HIGIENE BUCAL;Prevencao
olinda;593781;Tabela SULAMERICA;"82001367";164.7300;REMOÇÃO DE ODONTOMA;REMOCAO DE ODONTOMA;Cirurgia e Traumatologia Buco
olinda;593782;Tabela SULAMERICA;"82001391";119.1100;RETIRADA DE CORPO ESTRANHO OROANTRAL OU ORONASAL DA REGIÃO BUCO-MAXILO-FACIAL;RETIRADA DE CORPO ESTRANHO OROANTRAL OU ORONASAL DA REGIÃO BUCO-MAXILO-FACIAL;Cirurgia e Traumatologia Buco
olinda;593783;Tabela SULAMERICA;"82001502";76.8400;TRACIONAMENTO CIRÚRGICO COM FINALIDADE ORTODÔNTICA;TRACIONAMENTO CIRURGICO COM FINALIDADE ORTODONTICA;Cirurgia e Traumatologia Buco
olinda;593784;Tabela SULAMERICA;"82001510";212.8500;TRATAMENTO CIRURGICO DAS FISTULAS BUCO NASAL;TRATAMENTO CIRURGICO DE FISTULAS BUCO-NASAIS;Cirurgia e Traumatologia Buco
olinda;593785;Tabela SULAMERICA;"82001529";212.8500;TRATAMENTO CIRÚRGICO DAS FÍSTULAS BUCO SINUSAL;TRATAMENTO CIRURGICO DE FISTULAS BUCO NASAIS OU BUCO SINUSAIS;Cirurgia e Traumatologia Buco
olinda;593786;Tabela SULAMERICA;"82001545";50.6700;TRATAMENTO CIRÚRGICO DE BRIDAS CONSTRITIVAS DA REGIÃO BUCO-MAXILO-FACIAL;TRATAMENTO CIRURGICO DE BRIDAS CONSTRITIVAS DA REGIAO BUCO-MAXILO-FACIAL;Cirurgia e Traumatologia Buco
olinda;593787;Tabela SULAMERICA;"82001553";70.7200;TRATAMENTO CIRÚRGICO DE HIPERPLASIAS DE TECIDOS MOLES NA REGIÃO BUCO-MAXILO-FACIAL;TRATAMENTO CIRURGICO DE  HIPERPLASIAS DE TECIDOS MOLES NA REGIAO BUCO-MAXILO-FACIAL;Cirurgia e Traumatologia Buco
olinda;593788;Tabela SULAMERICA;"82001588";24.1000;TRATAMENTO CIRURGICO DE HIPERPLASIAS DE TECIDOS OSSEOS/CARTILAGINOSOS NA REGIAO BUCO-MAXILO-FACIAL;TRATAMENTO CIRURGICO DE HIPERPLASIAS DE TECIDOS OSSEOS/CARTILAGINOSOS NA REGIAO BUCO-MAXILO-FACIAL;Cirurgia e Traumatologia Buco
olinda;593789;Tabela SULAMERICA;"82001618";207.5600;TRATAMENTO CIRÚRGICO DOS TUMORES BENIGNOS DE TECIDOS MOLES NA REGIÃO BUCO-MAXILO-FACIAL;TRATAMENTO CIRURGICO DE TUMORES BENIGNOS E HIPERPLASIA DE TECIDOS MOLES NA REGIAO BUCO-MAXILO-FACIAL;Cirurgia e Traumatologia Buco
olinda;593790;Tabela SULAMERICA;"82001723";29.7800;APLICAÇÃO DE LASER PÓS CIRÚRGICO;APLICAÇÃO DE LASER PÓS CIRÚRGICO;Cirurgia e Traumatologia Buco
olinda;593791;Tabela SULAMERICA;"82001731";21.9700;EXODONTIA DE SEMI-INCLUSO/IMPACTADO SUPRA NUMERÁRIO;EXODONTIA DE SEMI-INCLUSOS / IMPACTADOS / SUPRANUMERARIO;Cirurgia e Traumatologia Buco
olinda;593792;Tabela SULAMERICA;"82001740";66.1600;EXODONTIA DE INCLUSO/IMPACTADO SUPRA NUMERÁRIO;EXODONTIA DE INCLUSOS / IMPACTADOS / SUPRANUMERARIO;Cirurgia e Traumatologia Buco
olinda;593793;Tabela SULAMERICA;"82001758";207.5600;MARSUPIALIZAÇÃO DE CISTOS ODONTOLÓGICOS;MARSUPIALIZACAO DE CISTOS ODONTOLOGICOS;Cirurgia e Traumatologia Buco
olinda;593794;Tabela SULAMERICA;"85200182";31.4000;CURETAGEM APICAL;CURETAGEM APICAL;Cirurgia e Traumatologia Buco
olinda;593795;Tabela SULAMERICA;"85300101";49.5200;TRACIONAMENTO DE RAIZ RESIDUAL;EXODONTIA DE RAIZ RESIDUAL;Cirurgia e Traumatologia Buco
olinda;593796;Tabela SULAMERICA;"85100153";18.3600;RESTAURAÇÃO EM IONÔMERO DE VIDRO - 3 FACES;RESTAURACAO EM IONOMERO DE VIDRO - 3 FACES;Dentistica
olinda;593797;Tabela SULAMERICA;"85100161";18.3600;RESTAURAÇÃO EM IONÔMERO DE VIDRO - 4 FACES;RESTAURACAO EM IONOMERO DE VIDRO - 4 FACES;Dentistica
olinda;593798;Tabela SULAMERICA;"85100234";8.5100;TRATAMENTO DE FLUOROSE - MICROABRASÃO;TRATAMENTO DE FLUOROSE - MICROABRASÃO;Dentistica
olinda;593799;Tabela SULAMERICA;"81000073";16.1200;CONSULTA ODONTOLÓGICA PARA AVALIAÇÃO TÉCNICA DE AUDITORIA;CONSULTA ODONTOLOGICA;Diagnostico
olinda;593800;Tabela SULAMERICA;"81000111";15.8700;DIAGNÓSTICO ANATOMOPATOLÓGICO EM CITOLOGIA ESFOLIATIVA NA REGIÃO BUCO-MAXILO-FACIAL;DIAGNOSTICO ANATOMOPATOLOGICO EM CITOLOGIA ESFOLIATIVA NA REGIAO BUCO-MAXILO-FACIAL ;Diagnostico
olinda;593801;Tabela SULAMERICA;"81000138";15.8700;DIAGNÓSTICO ANATOMOPATOLÓGICO EM MATERIAL DE BIÓPSIA NA REGIÃO BUCO-MAXILO-FACIAL;DIAGNOSTICO ANATOMOPATOLOGICO EM MATERIAL DE BIOPSIA NA REGIAO BUCO-MAXILO-FACIAL ;Diagnostico
olinda;593802;Tabela SULAMERICA;"81000154";15.8700;DIAGNÓSTICO ANATOMOPATOLÓGICO EM PEÇA CIRÚRGICA NA REGIÃO BUCO-MAXILO-FACIAL;DIAGNOSTICO ANATOMOPATOLOGICO EM PECA CIRURGICA NA REGIAO BUCO-MAXILO-FACIAL ;Diagnostico
